Name,URL,FR,EN
SYNTONY,https://syntony-gnss.com,"Syntony GNSS est spécialisé dans la réalisation de produits dans le domaine de la radionavigation, et propose plusieurs systemes innovants, et parmi les plus performants, tels des simulateurs, récepteurs, et enregistreurs. Son savoir faire et sa connaissance des signaux GNSS, et particulierement du GPS, lui permettent de proposer d'étendre le ""réseau"" GPS dans les endroits ou il ne peut pas accéder naturellement, comme les métros ou les mines, et faire bénéficier aux opérateurs de tous les avantages, en terme de sécurité comme de maintenance, de la géolocalisation par GPS.","Syntony GNSS is specialized in GNSS product design and manufacturing, and proposes many innovative systems, like simulators, receivers and signal recorders. Its knowledge of GNSS signals, and particularly GPS, allows Syntony to offer GPS coverage extension to places where GPS couldn't penetrate naturally, such as subways or mines, and offer operators all security and maintenance advantages of having GPS localization."
SYNOMEN,https://synomen.com/,"Spécialiste de l’intelligence artificielle appliquée aux données spatiales, Synomen accompagne le secteur de l’environnement et de l’agriculture dans leur gestion du risque.","A specialist in artificial intelligence applied to spatial data, Synomen assists the environment and agriculture sector in their risk management.
"
TELEDYNE E2V SEMICONDUCTORS,https://teledyne-e2v.com/products/semiconductors/,"Grâce a une activité construite autour de technologies clefs dans l’imagerie, les semi-conducteurs, et les produits et solutions en puissance et radiofréquence, l’expérience considérable de Teledyne e2v développée dans de multiples industries l’aide a résoudre les défis les plus complexes de ses clients.","Teledyne e2v is specialized in key technologies in imaging, semiconductors, and power and radio-frequency solutions and products. The considerable experience of Teledyne e2v developed across multiple industries has equipped it to meet its clients most complex requirements and challenges."
TELERAD,https://telerad.fr,"TELERAD est le premier fournisseur français d’équipements et de systemes de communications radio pour le contrôle de la navigation aérienne et les communications maritimes côtieres. TELERAD possede des ressources R & D (électronique, radio, logiciel embarqué…) et des moyens de production (atelier de câblage dont robots de placement, atelier mécanique…). TELERAD propose une gamme complete de radios VHF et UHF. Cette offre s’étend aux systemes radio «clés en main», aux systemes d’aide a la navigation tels que les radiobalises (NDB), les radiogonometres (DF), et aux moyens d’aide a l’atterrissage par satellite type GBAS (Ground Based Augmentation System).","TELERAD is the French major supplier of ground based aeronautical radiocommunication systems and maritime coastal communications. TELERAD has R&D capabilites (electronics, radio, embedded software…) and production means (assembly workshop, placing machines, mechanical workshop…). TELERAD proposes a full range of VHF and UHF radios. This offer is completed with “turn key” radio systems, Navigation Aid Systems such as Non Directional Beacons (NDB), Directional Finders (DF), and VHF Data Broadcast radios (VDB) for Differential GPS landing systems such as GBAS (Ground Based Augmentation System)."
TESTIA AN AIRBUS COMPANY,https://testia.com,"Filiale Airbus, TESTIA, fournisseur mondial de Services en Contrôle Non Destructif (CND) Aéronautiques, propose des produits, des solutions, des formations et des inspections en Production ou en Maintenance. Toutes les techniques CND sont maîtrisées : Ultrasons, Courant de Foucault, Ressuage, Magnétographie, Radiographie, Thermographie, Shearographie, ...","Airbus subsidiary, TESTIA, as worldwide Provider for Non Destructive Testing (NDT) Services, proposes Products, Solutions, Training, Manufacturing & In-Service Inspections. All NDT techniques are mastered : Ultrasonic, Eddy Current, Penetrant Testing, Magnetography, Radiography, Thermography, Shearography,..."
TEST FUCHS,https://test-fuchs.com/fr/,"Test-Fuchs innove constamment dans les techniques de test des avions et de leurs équipements depuis plus de 70 ans. Une autre activité stratégique de cette entreprise innovante est la production et maintenance d'équipements embarqués ainsi que la production de composants spatiaux. Avec a présent 11 bureaux dans le monde et plus de 19 000 m2 cumulés de production en Europe et aux États-Unis, Test-Fuchs est fiere de proposer la plus haute qualité et la plus large gamme de produits parmi les fournisseurs d'équipements de test dans l'industrie aérospatiale. Test-Fuchs est restée une société familiale et son modele d'entreprise est basé sur le partenariat. Lorsque les leaders mondiaux de l´aéronautique exigent des systemes de test garantissant les plus hauts degrés de précision et de fiabilité des la premiere et a chaque utilisation, ils s'associent a Test-Fuchs.","Test-Fuchs has been constantly innovating the way that aircraft and their equipement are tested for over 70 years. Additional key activities of this innovative company are the production and maintenance of aerospace components and the production of cryogenic valves. Now with 11 global offices and over 210,000 sq ft of manufacturing in Europe and U.S., Test-Fuchs proudly boasts the highest quality and broadest product offering of any aerospace test system provider in its sector. Today the company is still a family-owned business and its business model is based on partnership. When the global leaders in aviation need aircraft test systems that guarantee the highest levels of accuracy and reliability the first time, and every time, they partner with Test-Fuchs."
TERRANIS,https://terranis.fr,"TerraNIS est une société spécialisée dans la conception, le développement et la commercialisation de services de géo-information dans les domaines de la viticulture, de l’agriculture et de l’environnement. Elle apporte également des conseils, du support et de l’expertise aux utilisateurs des technologies issues de l’observation de la Terre. TerraNIS opere et distribue mondialement les services Pixagri, OEnoview, et TerraMap respectivement dédiés a l’agriculture et la viticulture de précision et au suivi de l'aménagement des territoires. TerraNIS est également le fondateur et le coordinateur d’Eugenius, réseau de PMEs européennes offrant des services de geo- information dans différentes régions européennes. Eugenius permet d’échanger expertise et produits a valeur ajoutée pour développer un maximum d’applications dans ces différentes régions.","TerraNIS is specialized in the design, development and delivery of geoinformation services in environmental and agricultural fields. It also provides consultancy and expertise assessment to Earth observation application users. TerraNIS operates worldwide Pixagri, OEnoview® and TerraMap added value products which are respectively dedicated to agriculture, vineyard and landcover monitoring. TerraNIS has also set up the Eugenius™ association, which aims at creating a network of European SMEs using the same type of processing platform and sharing a common products catalog for delivering EO based services related to natural resources management in their respective regions."
TERNWAVES,https://ternwaves.com/,"Ternwaves has developed a disruptive connectivity technology for satellites & terrestrial IoT networks. Analysts estimate that these networks should connect more than 20 billion objects by 2027. But current connectivity technologies face a crucial limitation: the number of objects they can support simultaneously. Ternwaves' connectivity technology makes it possible to unlock the capacity of IoT networks, thus allowing massive deployment of connected objects. It is a game changer for this market at the heart of digital transformation. This technology achieves the maximum theoretical performance in terms of capacity & long range and cannot be outperformed. It has also the advantage of guaranteeing at the same time a very low energy consumption for maximum autonomy and a very low cost. Ternwaves' ambition is to become the champion of connectivity for IoT, an area where growth prospects are staggering. This technology will become a major contributor to sustainable development, enabling a massive deployment of connected objects for environmental monitoring, disaster prevention, saving resources and reducing energy consumption.","Ternwaves has developed a disruptive connectivity technology for satellites & terrestrial IoT networks. Analysts estimate that these networks should connect more than 20 billion objects by 2027. But current connectivity technologies face a crucial limitation: the number of objects they can support simultaneously. Ternwaves' connectivity technology makes it possible to unlock the capacity of IoT networks, thus allowing massive deployment of connected objects. It is a game changer for this market at the heart of digital transformation. This technology achieves the maximum theoretical performance in terms of capacity & long range and cannot be outperformed. It has also the advantage of guaranteeing at the same time a very low energy consumption for maximum autonomy and a very low cost. Ternwaves' ambition is to become the champion of connectivity for IoT, an area where growth prospects are staggering. This technology will become a major contributor to sustainable development, enabling a massive deployment of connected objects for environmental monitoring, disaster prevention, saving resources and reducing energy consumption.
"
TERAKALIS,https://terakalis.com/,"Terakalis, spécialiste du domaine des ondes électromagnétiques TeraHertz, conçoit et fabrique des équipements tres innovants pour le contrôle non destructif des défauts ou des propriétés internes de matériaux. Une technologie rapide avec une haute sensibilité de détection aux hétérogénéités ou a la caractérisation d'anisotropie, sans contact et non nocive. Elle est ainsi particulierement intéressante pour les polymeres, les élastomeres ou les céramiques ainsi que pour les matériaux multicouches, les matériaux composites et les pieces assemblées. Les applications principales sont le contrôle de défauts internes, le contrôle de soudure ou de collage, le contrôle de propriétés structurelles de la matiere, le contrôle de défauts sous packaging/revetement, la mesure d’épaisseur multicouches. Une gamme complete de produits, allant de l’équipement de laboratoire a l’appareil intégré en ligne de production et en passant par des solutions portatives pour les sites opérationnels","Terakalis, specialist of TeraHertz electromagnetic waves, designs and manufactures highly innovative devices for non-destructive control of inner defects or properties of materials. Fast technology with high sensitivity of detection to heterogeneities detection or anisotropy characterization, non-contact and non-harmful. Especially attractive for polymers, elastomers or ceramics as well as for multilayered materials, composite materials and assembled parts. Main applications: inner defects inspection, adhesive bonds and welding control, homogeneity and anisotropy control, defects inspection under packaging/coating, multi-layers thickness measurement. A full range of products, from lab to integrated equipment on production lines and handheld solutions for operational sites."
TEMISTH,https://temisth.com,"L'impression 3D est en train de révolutionner le monde l'industrie. Avec une seule machine, il est possible de produire plusieurs piece pour des domaines différents, de les modifier sans pour autant revoir toute la chaîne de production. C'est un procédé adapté a la production de piece complexe et sur mesure comme les échangeurs de chaleur. La multiplication des systemes thermiques embarqués, de l'échangeur d'huile jusqu'au récupérateur de chaleur en passant par des plaques froide pour l'électronique amene de nouveaux challenge d'intégration et de réduction de masse. En s'appuyant sur une équipe de docteurs en mécanique-énergétique et d'un environnement d'experts en impression 3D au sein de la TEAM Henri-Fabre, TEMISTh intervient, dans la conception d'échangeur produit en fabrication additive. Nous développons des concepts d'échangeurs en collaboration avec nos clients en proposant des études de faisabilité, de conception, de prototypage et de mesures. Nous travaillons notamment pour les secteurs aéronautique, spatial , oil&gas et des procédés industriels.","3D printing is disrupting the industrial world. Using one process, piece of aircraft, spaceship or car can be materialized in only few hours. By adding metal layer by layers a complex structure can be produced from a 3D files optimized with numerical tools, such as heat exchangers. Heat exchangers are core components of energy systems. Their optimization in terms of integration, weight and performances can enhance the performances of energy systems. Concretely, TEMISTh is supporting industrial companies in their novel product development using additive manufacturing from TRL 1 to 5. New concepts of heat exchanger are developed using all the potential of 3D printing. Better integration, weightless parts with enhanced performances are obtained. We perform feasibility study, simulations to justify performances, the conception integrating manufacturing process and its parametrization. Finally, we ensure prototyping and the characterization of the heat exchanger. The company was founded in 2012 by a team of researchers in the field of thermal systems and is located in Marignane in the TEAM Henri-Fabre platform. This platform gives us access to experts and machine of additive manufacturing to ensure the fabricability of prototypes. Nowadays, TEMISTh is working for various market such as Aerospace & Defense, Oil&Gas, Automotive and Foundry industry, mainly located in Europe. We are exploring new area such as China and North America."
OCCITEM,https://occitem.com,"Conception, développement et fabrication de moteurs électriques de tres haute performance a destinations des marchés aéronautiques, nautiques et terrestres. Machines électriques spéciales.","TEM designs and manufactures in small volume custom motors for very demanding applications Through a system approach, TEM brings a differentiator by considering all the contributor inputs. This leads to a global optimum. TEM designs and manufactures custom products according to the constrains of each industries: military aviation, drones, car racing, special cars, agricultural, boats… TEM, thanks to its long experience in automotive field, has a strong expertise in designing for reliability, manufacturing and cost. TEM has acquired a strong experience in aeronautics (DO160, MIL-STD) where the production volume is low, but safety and performance are key. Design: TEM brings support to its Customers for trade-off studies, specification, preliminary design Development: TEM develops rotating machines for prototyping and serial production (Justification dossier, manufacturability, qualification) Manufacturing: TEM manufactures rotating machines in BTS and BTP, from 1 to 1000 units/year and can support Customers in industrial transfer. TEM has strong experience in U-PIN winding, VPI impregnation, copper TIG welding dedicated to high performance machines."
TELNET SPACE,https://groupe-telnet.net,"La vocation de TELNET SPACE est d’imaginer des idées innovantes pour progresser dans le domaine des nouvelles technologies de l’espace et atteindre l'ingénierie de produits innovants, avec pour objectifs de : 1-Maîtriser les technologies transversales (logiciels embarqués, électronique et mécanique R&D), 2-Veiller sur les innovations technologiques dans le domaine des nanosatellites, grâce a des partenariats et des programmes de R&D. 3-Mettre en place une approche produit en parallele avec les activités d'ingénierie et de prototypage Le cadre de l'innovation est le « SMART SPACE » concept, basé sur les nouvelles Technologies de conception et de développement des Nanosatellites pour des applications IoT qui permettent le traitement intelligent et optimisé des données spatiales (IA, Data Science) pour des domaines socio-économiques de la santé, la mobilité, le transport, les réseaux intelligents et la ville intelligente. Notre premier nanosatellite ""Challenge ONE"" sera lancé en Juillet 2020.","The vocation of TELNET SPACE is to imagine innovative ideas to progress in the field of new technologies of space and reach the engineering of innovative products, with the objectives of: 1-Managing transversal technologies (embedded software, electronics and mechanical R & D), 2-Monitor technological innovations in the field of nanosatellites, through partnerships and R & D programs. 3-Implement a product approach in parallel with engineering and prototyping activities Our innovation framework in the Aerospatiale domain is the ""SMART SPACE"" concept, based on new technologies for the design and development of space innovative components for IoT applications, IA and Data Science in the socio-economic areas of health, mobility, transportation, smart grids and the smart city in general to create a new modern mode of exchanges for a smart living. Our first Nanosatellite ""Challenge ONE"" will be launched on July 2020."
SYLPHAERO,https://sylphaero.com/,"SYLPHAERO vise a créer des turboréacteurs 100% électriques pour lutter contre le réchauffement climatique. Notre technologie permet avant tout une alternative propre aux réacteurs au kérosene. Elle permet également aux avions électriques d’atteindre des vitesses supérieures a la vitesse du son, ce dont ils sont incapables aujourd’hui. Notre technologie a, de fait, le monopole sur la propulsion supersonique électrique.","SYLPHAERO aims to create 100% electric turbo reactors to combat global warming. Above all, our technology offers a unique alternative to kerosene reactors. It also allows electric aircraft to reach speeds higher than the speed of sound, something they are unable to do today. Our technology has a monopoly on supersonic electric propulsion.
"
ITOPP,https://itopp-alcen.com,"Depuis 25 ans, ITOPP développe, conçoit, teste et exploite des solutions de Hautes Puissances Pulsées et de Micro-ondes de Forte Puissance. Grâce a cette longue expérience, ITOPP est devenu une référence dans les technologies de hautes puissances pulsées et accompagne aujourd’hui des acteurs majeurs de la défense, de la recherche et de la sécurité dans le monde. Les Hautes Puissances Pulsées (HPP) sont des technologies qui permettent de comprimer l’énergie provenant d’une source ’’quasi-statique’’ en des impulsions tres breves délivrant ainsi une puissance considérable.","With more than 25 years of expertise, ITOPP has become the French leader in pulsed power and high-power microwave technologies. On the basis of customer specifications, ITOPP designs and manufactures highly innovative systems adapted to scientific research and also to civilian and military applications. Pulsed power technologies facilitate the amplification of electric power delivered by a system through a significant reduction of the duration of the pulse."
LAROCHE INDUSTRIES,https://laroche-group.com/,"LAROCHE INDUSTRIES est une société d’ingénierie spécialisée dans 3 grands domaines d’activités: 1/ L’INGENIERIE DE PRODUCTION • le conseil • L’ingénierie de production • L’intégration sur site de moyens • La mise en service et l’assistance • 2/ L’ASSEMBLAGE AEROSTRUCTURE • IN SITU : Nous assemblons des aérostructures sur des lignes d’assemblage final (FAL) pour des constructeurs. • Ex SITU : Nous assemblons des sous- ensembles aéronautique dans nos locaux. • 3/ MAINTIEN EN CONDITION OPERATIONNELLE • LAROCHE INDUSTRIES assure le maintien en conditions opérationnelles de chaînes d’assemblage. Pour cela des équipes dédiées interviennent pour des opérations de modifications, réparations et vérifications périodiques laser des bâtis et outillages (préparateurs, concepteurs, outilleurs/ metteurs au point, contrôleurs laseristes). • Intervention IN SITU ET EX SITU.","LAROCHE INDUSTRIES is an engineering company specialized in 3 main fields : 1/ Production Engineering : Consulting - Production Engineering - Integration of means on customer site - Set up and assistance 2/ Aircraft Assembly - IN SITU : we assemble aerostructures on final assembly lines for constructors - EX SITU: we assemble aeronautical subsets in our premises 3/ Maintenance in operational conditions : LAROCHE INDUSTRIES ensure the maintenance in operational conditions of assembly lines. Dedicated teams work on these operations including manufacturing engineers, designers, fitters and laser controllers.- Working IN SITU and EX SITU"
LAUAK GROUP,https://groupe-lauak.com/,"AEROSTRUCTURES : Fournitures de pieces élémentaires, sous-ensembles et structures d’aéronefs : - Ingénierie - Tôlerie/chaudronnerie, mécanique - Assemblage par soudage, assemblage structure - CND, traitement de surface, peinture Fabrication de pieces élémentaires et de sous ensembles métalliques - Industrialisation conception et fabrication d’outillage, gestion de configuration - Fabrication (tôlerie/chaudronnerie et mécanique) - Protection : Traitement de surface (oxydation anodique chromique, TSA, alodine et passivation) et peinture. - Assemblage par soudage : Sous- ensembles d’échangeurs thermiques compacts et tubulaires, tuyauteries systeme de carburant - Assemblage par rivetage : aménagement de cockpit, réservoirs de carburant. NOS MÉTIERS : - Innovation - Tôlerie Chaudronnerie - Usinage - Tuyauterie - Mécano-soudure - Assemblage NOS IMPLANTATIONS : Ayherre - Hasparren (64) Bagneres-de-Bigorre (65) Toulouse (32) Saint Germé (32) Portugal : Setubal et Grandola Mexique Canada Inde","AEROSPACE : Detail parts, sub assemblies and aircraft structures : - Manufacturing engineering including tooling manufacturing and configuration management - Sheet metal working/forming and machining - Coating Assembly by welding and riveting for any use : - Structure assembly - Fuel tanks - Fuel system piping - Heat exchanger assembly OUR ACTIVITIES : - Innovation - Sheet metal - Machining - Tubes and pipes - Mechanical-welded - Assembly OUR FACILITIES : Ayherre - Hasparren (64) Bagneres-de-Bigorre (65) Toulouse (32) Saint Germé (32) Portugal : Setubal et Grandola Mexique Canada Inde"
LEAD TECH SRL,https://leadtech.it,"La Lead Tech est une Société d’Ingénierie spécialisée dans la fourniture de services techniques pour le support aux produits tels que la la Conception et le Développement des Publications Techniques, Logiciels de Gestion, Systemes d‘Automatisation Industrielle et Conception Mécanique a la fois dans le domaine Militaire, Aéronautique, des Chemins de Fer, Naval et aussi bien dans le domaine industriel. Les services fournis sont une partie du Support Logistique Intégré et comprennent toutes les recherches, la conception et la programmation nécessaires pour assurer un support efficace, efficient et économique d’un systeme et/ou d’une installation tout au long de son cycle de vie. Nous sommes certains que le support au produit soit un élément important de toute entreprise et nous croyons que le meme est le point de départ pour des nouveaux projets, des nouveaux défis, des nouvelles opportunités.","Lead Tech is an Engineering Company skilled in providing Technical Support for the Design and Development of Technical Publications, Management Software, Industrial Automation Systems and Mechanical Design both the Military and Civil fields in the Aerospace, Railway, Naval, and Industrial sectors. Our services fall within the Integrated Logistic Support and include the study, design and planning of activities necessary to ensure the Effective, Efficient and Competitive-cost Support of systems/machineries during its life cycle. We believe that the Partnership is the key factor for every Company and is the starting point for new projects, new challenges, and new opportunities."
L'ELECTROLYSE,http://lelectrolyse.fr/,"L’ELECTROLYSE, créée a Bordeaux en 1900, entreprise industrielle de service aupres de 500 clients. Elle dispose de plus de 150 qualifications clients et mets en oeuvre des procédés spéciaux, garantissant un parfait respect des normes et regles environnementales et de développement durable PRODUITS/SERVICES - Analyse chimique minérale; - CND; - Anodisations; - Dépôts sélectifs; - Conversions chimiques; - Dépôts électrolytiques chimiques; - Peintures; - Traitement et valorisation de déchets industriels. Les principaux marchés concernés sont : - Aéronautique, spatial et défense; - Ferroviaire, industrie nautique; - Biens d’équipement; - Industrie chimique; - Bureau d’études mécaniques. Activités : - Le traitement et revetement de surface; - La gestion et valorisation des déchets industriels; - Le développement et l’analyse","L’ELECTROLYSE, founded in Bordeaux in 1900, is an industrial service company working for 500 customers. It benefits from 150 client qualifications. Its implementation of special processes enables it to guarantee compliance with rules and standards for protection of the environment and sustainable development. PRODUCTS / SERVICES : - Mineral chemistry analysis; - NDT; - Anodizations; - Selective plating; - Conversion coating processes; - Electrolytic and Electroless coatings; - Painting; - Treatment of industrial waste. Main activities: - Aeronautics, aerospace, defense; - Railroad and nautical industries; - Capital goods; - Chemical industry; - Engineering mechanics. Activities: - Surface treatments; - Management and enhancement of industrial waste; Development and analysis laboratory."
LEMMA,https://lemma-ing.com,"LEMMA est une société de R&D et de services a l’industrie, dans le domaine des mathématiques appliquées de haut niveau, et plus particulierement dans le calcul scientifique lié a la mécanique des fluides et des structures, ainsi que leurs interactions. En plus de l’activité de R&D et la réalisation d’études industrielles, LEMMA développe et commercialise sa propre suite de logiciel de calcul, ANA* (ANASTAR). LEMMA dispose de son propre cluster (~1000 coeurs) et réalise environ 5 millions d’heures de calcul par an en moyenne pour sa propre recherche et la réalisation d’études industrielles. Nous intervenons sur les marchés de l’aérospatial et de l’O&G ou nous sommes tres bien représentés, la défense, l’ offshore, l’industrie chimique et le génie des procédés ainsi que l’agroalimentaire. Depuis deux ans, LEMMA diversifie ses activités en proposant également des services dans l’IOT.","LEMMA is an R&D and service company in the field of advanced applied mathematics, and in particular in scientific computing related to fluid mechanics and structures, as well as their interactions. In addition to R&D and consulting activities, LEMMA develops and commercializes its own computing software package, ANA* (ANASTAR). LEMMA has its own cluster and performs some 5 million hours a year of computing on average for its own research and to complete industrial studies. We intervene on aerospace and O&G where we are very well represented, defense, offshore, the chemical industry and engineering processes as well as the food industry. LEMMA has been diversifying its activities for two years, delivering services in IOT."
LEOSENSE,https://leosense.com,Services au secteur aérien basé sur de la donnée spatiale,"Spatial-Based Air Services
"
LGM GROUPE - DIRECTION SUD-OUEST,https://lgmgroup.fr,"Société de management et d'ingénierie spécialisé en : Management : • Audit/Conseil, gestion de projet • Ingénierie de maintenance (MSG3, DMC…) • Sureté de fonctionnement (FHA, SSA, ARP4754…), documentation technique et training Etudes et réalisations de : • Bancs de test et d’essais • Systemes embarqués • Logiciel et électronique critique/ sécuritaire (DO178/DO254) Positionnement multi-secteurs : Aéronautique, Spatial, Défense et Transport Principaux clients : Airbus, Safran, LIEBHERR, DSNA, ALSTOM, ACTIA AUTOMOTIVE, CONTINENTAL, THALES ALENIA SPACE, …","Engineering and management company specialised in: Management: • Audit / Consulting, Project Management • Maintenance Engineering (MSG3, DMC ...) • RAMS/ILS (FHA, SSA, ARP4754 ...), technical publication and training Design and production of: • Test benches • Embedded Systems • Software and electronic critical /security (DO178/DO254) Positioning multi-sectors: Aerospace, Defence and Transport. Main Customers: Airbus, Safran, Liebherr, DSNA, ALSTOM, ACTIA AUTOMOTIVE, CONTINENTAL, THALES ALENIA SPACE, …"
LA TELESCOP,https://latelescop.fr,"Start-up coopérative en télédétection, cartographie et appui aux politiques publiques qui répond aux besoins des acteurs publics et privés en acquisition, production et exploitation des données spatialisées dans les domaines de l'environnement, l'agriculture et l'aménagement du territoire.","Cooperative startup in remote sensing, mapping and public policy meets the public and private stakeholders’ needs for acquisition, production and exploitation on spatial data in environment, agriculture and spatial planning."
LA SOLUTION DRONE,https://lasolutiondrone.fr,"Observations techniques en drone sur des systemes et structures industrielles, unités de productions électriques, réseau de chaleur, dans l'objectif de rechercher des anomalies d’intégrité, sécurités, mécaniques, échauffements, corrosions et déperdition énergétique. Topographie et modélisation d'une surface dans un objectif de mesures : surface, volume, altitude et pouvoir l’intégrer dans un systeme géographique.","Technical observations in drones on industrial systems and structures, electrical production units, heat network, with the objective of looking for integrity anomalies, safety, mechanical, heating, corrosion and energy loss. Topography and modelling of a surface with a measurement objective: surface, volume, altitude and the ability to integrate it into a geographical system.
"
IXARYS,https://tracingFlight.com,"Tracing Flight est la marque spécialisée dans l’aéronautique d’Ixarys solutions dont le métier est la conception de logiciels garantissant la traçabilité : - Gestion de la navigabilité (CAMO), - Gestion des ateliers de maintenance (MRO), - La dématérialisation et la gestion de la documentation technique et administrative (GED), - Sécurisation de vos données (Cybersécurité), Reconnu pour son efficacité au niveau du support technique et de sa rapidité de mise en production (enrôlement des données et installation). Tracing Flight saura s’adapter a vos besoins. Environnement numérique sécurisé dans la traçabilité de vos données en cloud ou en local. Tracing Flight est multi support et dispose d’une Hotline","Tracing Flight is the brand specializing in aeronautics from Ixarys solutions whose business is the design of software guaranteeing traceability: - Airworthiness management (CAMO), - Management of maintenance workshops (MRO), - The dematerialization and management of technical and administrative documentation (GED), - Securing your data (Cybersecurity), Recognized for its efficiency in technical support and its speed of production (data enrollment and installation). Tracing Flight will adapt to your needs. Secure digital environment in the traceability of your data in the cloud or locally. Tracing Flight is multi-support and has a Hotline"
JEDO TECHNOLOGIES,https://jedotechnologies.fr,"JEDO Technologies met son expérience de la découpe jet d’eau au service de ses clients depuis plus de 35 ans. Afin de répondre aux exigences de secteurs d’activités variés, JEDO Technologies : découpe tous types de matériaux, élastomeres, métaux, composites; fabrique des pieces de tailles variées, allant de quelques millimetres jusqu’a 15 metres; réalise des pieces de formes différentes avec sa capacité de découpe a 3 et 5 axes; s'adapte aux exigences des différents secteurs d'activité (aéronautique, spatial, nautisme, construction navale, défense, industrie...). Grâce a sa maîtrise technique, JEDO Technologies propose un accompagnement des la phase d’étude, aussi bien pour la réalisation de prototypes que la production en série de milliers d’exemplaires.","A water jet pioneer since its creation, JEDO Technologies today relies on its expertise to propose precision water jet cutting. Jedo Technologies can meet the technical and logistical requirements of the entire aerospace industry. We also propose optimization of high-value materials (Titanium, Inconel, Tantalum) by cutting able blanks. Thanks to its R&D team, Jedo Technologies also develops innovative applications with its customers."
KALLISTO,https://kallisto.net,"Kallisto est créée en 1999 a Toulouse. Un des premiers acteur de la fabrication additive en France Elle propose : conseil, vente, formation, intégration de solutions numériques de modélisation et fabrication rapide (Scanner 3D, imprimante 3D, Fraiseuse CNC, Logiciels CAO, FAO). Kallisto est certifiée ISO 9001, 13485 et Qualiopi, et accompagne ses clients dans la digitalisation des processus métiers. Propose également des prestations de numérisation 3D et rétroconception.","Kallisto was founded in 1999 in Toulouse. One of the first players in additive manufacturing in France It offers: consultancy, sales, training, integration of digital modeling solutions and fast manufacturing (3D scan, 3D printer, CNC milling machine, CAD software, FAO). Kallisto is certified ISO 9001, 13485 and Qualiopi, and accompanies its clients in the digitalization of business processes. Also offers 3D scanning and retro design.
"
KEYSEAOBS,https://keyseaobs.com/,"Keyseaobs est une jeune startup spécialisée dans le développement, l’édition et la commercialisation d’une solution logicielle d’aide a la décision pour la planification spatiale maritime (PSM) appelée Keyseahub. Elle propose, par ailleurs, un conseil et un accompagnement a ses clients dans le déploiement de leurs projets.","Keyseaobs is a young startup specialized in the development, editing and commercialization of a decision support software solution for maritime spatial planning (PSM) called Keyseahub. It also offers advice and support to its clients in the implementation of their projects.
"
KINEIS,https://kineis.com,"Kinéis fournit des services de connectivité IoT globale via sa constellation de 25 nanosatellites._x000D_ _x000D_ Créée en 2018, kinéis va lancer sa constellation en 2022 pour proposer son offre de connectivité sur des marché comme la logistique globale, l'agricutlture connectée, les services maritimes, etc...Kinéis est le fruit de plus de 25 ans d'éxpérience en localisation et collecte de données avec le systeme Argos a qui Kinéis va donner une seconde vie.","Kinéis provides global IoT connectivity services via its constellation of 25 nanosatellites. _x000D_ _x000D_ Created in 2018, Kinéis will launch its constellation in 2022 to offer its connectivity offer on markets like global logistics, connected farming, maritime services, etc...Kinéis is the fruit of more than 25 years of experience in localization and data collection with the Argos a system that Kinéis will give a second life.
"
KOMAX LASELEC SA,https://laselec.com,"Komax Laselec conçoit et fabrique des machines de qualité, tres performantes, utilisées dans des secteurs industriels exigeants : machines de marquage et de dénudage de câbles par laser, tables de câblage interactives, ligne automatisée pour la coupe et le manchonnage des câbles… A la pointe de l’innovation et de la qualité, notre solide expérience et nos compétences nous permettent de fabriquer les équipements laser les plus performants tout en offrant a nos clients des couts d’entretien et de maintenance réduits.","Komax Laselec designs and manufactures high-quality machines used in demanding industrial sectors: high performance laser wire markers, laser wire stripping systems, interactive harness assembly boards, automatic wire cutting and sleeving machine... Having striven to be at the forefront of innovation and quality, Komax Laselec’s unique expertise and experience allows us to manufacture the most efficient equipment available, while providing our customers with low maintenance and operating costs."
KPL INDUSTRIES,http://addimetal.com,Addimetal développe une solution de fabrication additive Binder jetting,"Addimetal develops additive Binder jetting manufacturing solution
"
KRATOS COMMUNICATIONS SAS,https://integ-europe.com,"« KRATOS Integral Systems Europe (KISE) fournit des systemes (matériel, logiciel et services) pour les stations sol dans le domaine spatial : Centres de contrôle satellite, systemes de monitoring de la charge utile, détection d’interférences et géolocalisation de la source dans les communications par satellite, brouillage des interférences, antennes démission et de réception, systemes de télégestion de réseau. Sur la base de produits sur étagere, KISE propose des solutions « clé en main » dans la zone EMEA. La base de clients est composée des constructeurs de satellites, les opérateurs de satellites, les forces armées, les régulateurs de fréquences, les téléports et les agences gouvernementales. Nous fournissons aussi des solutions basées sur des drones pour la recherches de transmetteurs non autorisés. »","Kratos Integral Systems Europe (ISE) provides systems (hardware, software and engineering services) for satellite ground stations: Satellite Control Centers, Spectrum Monitoring, interference detection with geolocation of the source in the satcom domain, jamming of jammers, Transmit/ Receive antennas, Network Management Systems. Using Commercial-Off-The-Shelf products, ISE provides turnkey solutions in the EMEA area. Our customer base is composed of satellite manufacturers, satellite operators, armed forces, frequency regulators, teleports and government agencies. We also provide drone-based solutions to track non-authorized transmitters."
